,State,County,Violent Crime
1003,Kentucky,Bourbon,26
1004,Kentucky,Boyd,73
1005,Kentucky,Boyle,43
1006,Kentucky,Bracken,4
1007,Kentucky,Breathitt,4
1008,Kentucky,Breckinridge,13
1009,Kentucky,Bullitt,96
1010,Kentucky,Butler,10
1011,Kentucky,Caldwell,25
1012,Kentucky,Calloway,62
1013,Kentucky,Campbell,151
1014,Kentucky,Carlisle,2
1015,Kentucky,Carroll,10
1016,Kentucky,Carter,15
1017,Kentucky,Casey,6
1018,Kentucky,Christian,165
1019,Kentucky,Clark,64
1020,Kentucky,Clay,17
1021,Kentucky,Clinton,6
1022,Kentucky,Crittenden,8
1023,Kentucky,Cumberland,3
1024,Kentucky,Daviess,176
1025,Kentucky,Edmonson,10
1026,Kentucky,Elliott,2
1027,Kentucky,Estill,7
1028,Kentucky,Fayette,1163
1029,Kentucky,Fleming,8
1030,Kentucky,Floyd,20
1031,Kentucky,Franklin,135
1032,Kentucky,Fulton,6
1033,Kentucky,Gallatin,5
1034,Kentucky,Garrard,16
1035,Kentucky,Grant,19
1036,Kentucky,Graves,48
1037,Kentucky,Grayson,24
1038,Kentucky,Green,4
1039,Kentucky,Greenup,18
1040,Kentucky,Hancock,5
1041,Kentucky,Hardin,170
1042,Kentucky,Harlan,17
1043,Kentucky,Harrison,24
1044,Kentucky,Hart,9
1045,Kentucky,Henderson,82
1046,Kentucky,Henry,5
1047,Kentucky,Hickman,5
1048,Kentucky,Hopkins,55
1049,Kentucky,Jackson,5
1050,Kentucky,Jefferson,4676
1051,Kentucky,Jessamine,76
1052,Kentucky,Johnson,17
1053,Kentucky,Kenton,357
1054,Kentucky,Knott,3
1055,Kentucky,Knox,21
1056,Kentucky,Larue,8
1057,Kentucky,Laurel,55
1058,Kentucky,Lawrence,10
1059,Kentucky,Lee,2
1060,Kentucky,Leslie,4
1061,Kentucky,Letcher,13
1062,Kentucky,Lewis,5
1063,Kentucky,Lincoln,9
1064,Kentucky,Livingston,6
1065,Kentucky,Logan,46
1066,Kentucky,Lyon,3
1067,Kentucky,McCracken,152
1068,Kentucky,McCreary,7
1069,Kentucky,McLean,6
1070,Kentucky,Madison,151
1071,Kentucky,Magoffin,4
1072,Kentucky,Marion,20
1073,Kentucky,Marshall,27
1074,Kentucky,Martin,8
1075,Kentucky,Mason,28
1076,Kentucky,Meade,22
1077,Kentucky,Menifee,2
1078,Kentucky,Mercer,20
1079,Kentucky,Metcalfe,7
1080,Kentucky,Monroe,3
1081,Kentucky,Montgomery,38
1082,Kentucky,Morgan,3
1083,Kentucky,Muhlenberg,25
1084,Kentucky,Nelson,49
1085,Kentucky,Nicholas,6
1086,Kentucky,Ohio,30
1087,Kentucky,Oldham,53
1088,Kentucky,Owen,2
1089,Kentucky,Owsley,4
1090,Kentucky,Pendleton,8
1091,Kentucky,Perry,17
1092,Kentucky,Pike,30
1093,Kentucky,Powell,8
1094,Kentucky,Pulaski,76
1095,Kentucky,Robertson,0
1096,Kentucky,Rockcastle,12
1097,Kentucky,Rowan,19
1098,Kentucky,Russell,13
1099,Kentucky,Scott,84
1100,Kentucky,Shelby,54
1101,Kentucky,Simpson,33
1102,Kentucky,Spencer,8
1103,Kentucky,Taylor,41
1104,Kentucky,Todd,11
1105,Kentucky,Trigg,16
1106,Kentucky,Trimble,3
1107,Kentucky,Union,15
1108,Kentucky,Warren,271
1109,Kentucky,Washington,7
1110,Kentucky,Wayne,16
1111,Kentucky,Webster,6
1112,Kentucky,Whitley,35
1113,Kentucky,Wolfe,6
1114,Kentucky,Woodford,20
1115,Louisiana,Acadia,274
1116,Louisiana,Allen,27
1117,Louisiana,Ascension,401
1118,Louisiana,Assumption,73
1119,Louisiana,Avoyelles,227
1120,Louisiana,Beauregard,40
1121,Louisiana,Bienville,54
1122,Louisiana,Bossier,605
1123,Louisiana,Caddo,1723
1124,Louisiana,Calcasieu,1237
1125,Louisiana,Caldwell,22
1126,Louisiana,Cameron,17
1127,Louisiana,Catahoula,38
1128,Louisiana,Claiborne,20
1129,Louisiana,Concordia,148
1130,Louisiana,De Soto,122
1131,Louisiana,East Baton Rouge,2606
1132,Louisiana,East Carroll,47
1133,Louisiana,East Feliciana,85
1134,Louisiana,Evangeline,57
1135,Louisiana,Franklin,24
1136,Louisiana,Grant,12
1137,Louisiana,Iberia,140
1138,Louisiana,Iberville,364
1139,Louisiana,Jackson,20
1140,Louisiana,Jefferson,1892
1141,Louisiana,Jefferson Davis,75
1142,Louisiana,Lafayette,1147
1143,Louisiana,Lafourche,273
1144,Louisiana,La Salle,37
1145,Louisiana,Lincoln,182
1146,Louisiana,Livingston,486
1147,Louisiana,Madison,68
1148,Louisiana,Morehouse,151
1149,Louisiana,Natchitoches,249
1150,Louisiana,Orleans,4022
1151,Louisiana,Ouachita,2083
1152,Louisiana,Plaquemines,35
1153,Louisiana,Pointe Coupee,107
1154,Louisiana,Rapides,1315
1155,Louisiana,Red River,44
1156,Louisiana,Richland,87
1157,Louisiana,Sabine,26
1158,Louisiana,St. Bernard,111
1159,Louisiana,St. Charles,175
1160,Louisiana,St. Helena,35
1161,Louisiana,St. James,106
1162,Louisiana,St. John the Baptist,63
1163,Louisiana,St. Landry,533
1164,Louisiana,St. Martin,133
1165,Louisiana,St. Mary,273
1166,Louisiana,St. Tammany,410
1167,Louisiana,Tangipahoa,1088
1168,Louisiana,Tensas,7
1169,Louisiana,Terrebonne,459
1170,Louisiana,Union,61
1171,Louisiana,Vermilion,232
1172,Louisiana,Vernon,141
1173,Louisiana,Washington,313
1174,Louisiana,Webster,143
1175,Louisiana,West Baton Rouge,89
1176,Louisiana,West Carroll,46
1177,Louisiana,West Feliciana,40
1178,Louisiana,Winn,71
1179,Maine,Androscoggin,150
1180,Maine,Aroostook,83
1181,Maine,Cumberland,372
1182,Maine,Franklin,34
1183,Maine,Hancock,33
1184,Maine,Kennebec,203
1185,Maine,Knox,21
1186,Maine,Lincoln,53
1187,Maine,Oxford,64
1188,Maine,Penobscot,132
1189,Maine,Piscataquis,20
1190,Maine,Sagadahoc,13
1191,Maine,Somerset,70
1192,Maine,Waldo,29
1193,Maine,Washington,39
1194,Maine,York,304
1195,Maryland,Allegany,225
1196,Maryland,Anne Arundel,2551
1197,Maryland,Baltimore,4245
1198,Maryland,Calvert,137
1199,Maryland,Caroline,84
1200,Maryland,Carroll,314
1201,Maryland,Cecil,436
1202,Maryland,Charles,557
1203,Maryland,Dorchester,148
1204,Maryland,Frederick,611
1205,Maryland,Garrett,66
1206,Maryland,Harford,585
1207,Maryland,Howard,672
1208,Maryland,Kent,44
1209,Maryland,Montgomery,1800
1210,Maryland,Prince George's,3833
1211,Maryland,Queen Anne's,114
1212,Maryland,St. Mary's,247
1213,Maryland,Somerset,93
1214,Maryland,Talbot,92
1215,Maryland,Washington,467
1216,Maryland,Wicomico,479
1217,Maryland,Worcester,172
1218,Maryland,Baltimore City,9726
1219,Massachusetts,Barnstable,856
1220,Massachusetts,Berkshire,493
1221,Massachusetts,Bristol,2798
1222,Massachusetts,Dukes,
1223,Massachusetts,Essex,2831
1224,Massachusetts,Franklin,246
1225,Massachusetts,Hampden,2840
1226,Massachusetts,Hampshire,424
1227,Massachusetts,Middlesex,2923
1228,Massachusetts,Nantucket,17
1229,Massachusetts,Norfolk,1260
1230,Massachusetts,Plymouth,1743
1231,Massachusetts,Suffolk,5829
1232,Massachusetts,Worcester,3444
1233,Michigan,Alcona,13
1234,Michigan,Alger,20
1235,Michigan,Allegan,280
1236,Michigan,Alpena,88
1237,Michigan,Antrim,28
1238,Michigan,Arenac,38
1239,Michigan,Baraga,16
1240,Michigan,Barry,99
1241,Michigan,Bay,348
1242,Michigan,Benzie,22
1243,Michigan,Berrien,653
1244,Michigan,Branch,120
1245,Michigan,Calhoun,866
1246,Michigan,Cass,103
1247,Michigan,Charlevoix,42
1248,Michigan,Cheboygan,34
1249,Michigan,Chippewa,111
1250,Michigan,Clare,107
1251,Michigan,Clinton,73
1252,Michigan,Crawford,37
1253,Michigan,Delta,69
1254,Michigan,Dickinson,
1255,Michigan,Eaton,263
1256,Michigan,Emmet,58
1257,Michigan,Genesee,2681
1258,Michigan,Gladwin,56
1259,Michigan,Gogebic,16
1260,Michigan,Grand Traverse,205
1261,Michigan,Gratiot,85
1262,Michigan,Hillsdale,85
1263,Michigan,Houghton,57
1264,Michigan,Huron,49
1265,Michigan,Ingham,1735
1266,Michigan,Ionia,154
1267,Michigan,Iosco,68
1268,Michigan,Iron,22
1269,Michigan,Isabella,178
1270,Michigan,Jackson,751
1271,Michigan,Kalamazoo,1391
1272,Michigan,Kalkaska,64
1273,Michigan,Kent,2367
1274,Michigan,Keweenaw,5
1275,Michigan,Lake,38
1276,Michigan,Lapeer,166
1277,Michigan,Leelanau,17
1278,Michigan,Lenawee,187
1279,Michigan,Livingston,218
1280,Michigan,Luce,25
1281,Michigan,Mackinac,30
1282,Michigan,Macomb,2527
1283,Michigan,Manistee,64
1284,Michigan,Marquette,131
1285,Michigan,Mason,82
1286,Michigan,Mecosta,254
1287,Michigan,Menominee,53
1288,Michigan,Midland,106
1289,Michigan,Missaukee,32
1290,Michigan,Monroe,350
1291,Michigan,Montcalm,231
1292,Michigan,Montmorency,8
1293,Michigan,Muskegon,757
1294,Michigan,Newaygo,146
1295,Michigan,Oakland,2213
1296,Michigan,Oceana,110
1297,Michigan,Ogemaw,83
1298,Michigan,Ontonagon,19
1299,Michigan,Osceola,66
1300,Michigan,Oscoda,22
1301,Michigan,Otsego,62
1302,Michigan,Ottawa,677
1303,Michigan,Presque Isle,12
1304,Michigan,Roscommon,75
1305,Michigan,Saginaw,1229
1306,Michigan,St. Clair,508
1307,Michigan,St. Joseph,178
1308,Michigan,Sanilac,104
1309,Michigan,Schoolcraft,
1310,Michigan,Shiawassee,178
1311,Michigan,Tuscola,144
1312,Michigan,Van Buren,262
1313,Michigan,Washtenaw,1089
1314,Michigan,Wayne,17798
1315,Michigan,Wexford,132
1316,Minnesota,Aitkin,18
1317,Minnesota,Anoka,438
1318,Minnesota,Becker,25
1319,Minnesota,Beltrami,118
1320,Minnesota,Benton,57
1321,Minnesota,Big Stone,2
1322,Minnesota,Blue Earth,132
1323,Minnesota,Brown,19
1324,Minnesota,Carlton,61
1325,Minnesota,Carver,61
1326,Minnesota,Cass,68
1327,Minnesota,Chippewa,11
1328,Minnesota,Chisago,37
1329,Minnesota,Clay,84
1330,Minnesota,Clearwater,20
1331,Minnesota,Cook,4
1332,Minnesota,Cottonwood,14
1333,Minnesota,Crow Wing,127
1334,Minnesota,Dakota,585
1335,Minnesota,Dodge,21
1336,Minnesota,Douglas,45
1337,Minnesota,Faribault,10
1338,Minnesota,Fillmore,10
1339,Minnesota,Freeborn,29
1340,Minnesota,Goodhue,61
1341,Minnesota,Grant,1
1342,Minnesota,Hennepin,5493
1343,Minnesota,Houston,10
1344,Minnesota,Hubbard,27
1345,Minnesota,Isanti,42
1346,Minnesota,Itasca,75
1347,Minnesota,Jackson,3
1348,Minnesota,Kanabec,23
1349,Minnesota,Kandiyohi,75
1350,Minnesota,Kittson,1
1351,Minnesota,Koochiching,17
1352,Minnesota,Lac qui Parle,3
1353,Minnesota,Lake,9
1354,Minnesota,Lake of the Woods,2
1355,Minnesota,Le Sueur,14
1356,Minnesota,Lincoln,10
1357,Minnesota,Lyon,28
1358,Minnesota,McLeod,33
1359,Minnesota,Mahnomen,12
1360,Minnesota,Marshall,3
1361,Minnesota,Martin,23
1362,Minnesota,Meeker,25
